onset	duration	stim	stim_file	response	response_time	correct	spaced	stimvalue	query_onset
2.0237112	1.5	7	121.jpg	n/a	n/a	n/a	1	1	n/a
5.2534606	1.5	5	107.jpg	n/a	n/a	n/a	1	1	n/a
8.2290623	1.5	8	113.jpg	n/a	n/a	n/a	1	0	n/a
10.525219	1.5	6	111.jpg	n/a	n/a	n/a	1	0	n/a
12.497005	1.5	3	104.jpg	n/a	n/a	n/a	1	1	n/a
15.532635	1.5	1	118.jpg	n/a	n/a	n/a	1	1	n/a
17.986281	1.5	9	122.jpg	n/a	n/a	n/a	0	1	n/a
20.547087	1.5	15	131.jpg	n/a	n/a	n/a	0	1	n/a
22.55452	1.5	16	103.jpg	n/a	n/a	n/a	0	0	n/a
25.232524	1.5	5	107.jpg	-1	n/a	n/a	1	1	n/a
35.454721	1.5	12	109.jpg	n/a	n/a	n/a	0	0	n/a
38.662446	1.5	7	121.jpg	n/a	n/a	n/a	1	1	n/a
41.252513	1.5	1	118.jpg	n/a	n/a	n/a	1	1	n/a
43.962714	1.5	16	103.jpg	1	0.54157964	0	0	0	46.462714
50.492843	1.5	8	113.jpg	n/a	n/a	n/a	1	0	n/a
53.625292	1.5	6	111.jpg	n/a	n/a	n/a	1	0	n/a
56.539427	1.5	15	131.jpg	n/a	n/a	n/a	0	1	n/a
58.416139	1.5	9	122.jpg	n/a	n/a	n/a	0	1	n/a
60.462806	1.5	2	120.jpg	n/a	n/a	n/a	1	0	n/a
62.982701	1.5	4	117.jpg	n/a	n/a	n/a	1	0	n/a
64.779411	1.5	10	134.jpg	n/a	n/a	n/a	0	0	n/a
67.838683	1.5	12	109.jpg	n/a	n/a	n/a	0	0	n/a
69.756051	1.5	13	126.jpg	n/a	n/a	n/a	0	1	n/a
72.412694	1.5	9	122.jpg	n/a	n/a	n/a	0	1	n/a
75.652989	1.5	10	134.jpg	n/a	n/a	n/a	0	0	n/a
77.576377	1.5	16	103.jpg	n/a	n/a	n/a	0	0	n/a
79.360161	1.5	11	110.jpg	n/a	n/a	n/a	0	1	n/a
81.493619	1.5	13	126.jpg	n/a	n/a	n/a	0	1	n/a
84.546455	1.5	12	109.jpg	n/a	n/a	n/a	0	0	n/a
86.427512	1.5	6	111.jpg	1	0.78289008	0	1	0	88.927512
92.843297	1.5	14	108.jpg	n/a	n/a	n/a	0	0	n/a
95.227053	1.5	5	107.jpg	n/a	n/a	n/a	1	1	n/a
97.563807	1.5	3	104.jpg	n/a	n/a	n/a	1	1	n/a
99.94593	1.5	2	120.jpg	n/a	n/a	n/a	1	0	n/a
101.94081	1.5	8	113.jpg	n/a	n/a	n/a	1	0	n/a
104.42098	1.5	1	118.jpg	n/a	n/a	n/a	1	1	n/a
107.05476	1.5	3	104.jpg	n/a	n/a	n/a	1	1	n/a
