onset	duration	stim	stim_file	response	response_time	correct	spaced	stimvalue	feedback	reward
28.478191	2	3	104.jpg	1	0.9037063	1	1	1	1	0.3
38.270549	2	10	134.jpg	2	0.76075691	1	0	0	0	0
43.96407	2	9	122.jpg	1	0.85832454	1	0	1	1	0.26
54.787645	2	6	111.jpg	2	0.99810563	1	1	0	0	0.05
62.537586	2	1	118.jpg	1	0.83020194	1	1	1	0	-0.05
70.287584	2	15	131.jpg	1	0.71966115	1	0	2	2	0.49
81.121388	2	12	109.jpg	2	1.0418851	1	0	0	0	0.01
86.804763	2	2	120.jpg	2	0.6552838	1	1	0	0	0.01
96.58943	2	11	110.jpg	1	0.6824553	1	0	1	0	-0.02
104.32434	2	8	113.jpg	2	0.76412171	1	1	0	0	0.04
114.12511	2	7	121.jpg	2	0.86612765	0	1	2	2	0.04
122.91069	2	16	103.jpg	2	1.0588407	1	0	0	0	-0.02
128.60474	2	14	108.jpg	2	0.87080575	1	0	0	-1	-0.21
134.29481	2	4	117.jpg	2	1.0797075	1	1	0	0	0
139.98805	2	5	107.jpg	1	0.85713218	1	1	2	2	0.41
146.71465	2	8	113.jpg	2	0.68998356	1	1	0	-1	-0.3
154.45505	2	9	122.jpg	1	0.89503682	1	0	1	1	0.28
160.15028	2	2	120.jpg	2	0.62133227	1	1	0	0	0
166.87141	2	13	126.jpg	1	0.87476411	1	0	2	0	-0.03
175.65602	2	14	108.jpg	2	0.83934039	1	0	0	0	-0.01
184.43829	2	13	126.jpg	1	0.60318858	1	0	2	2	0.4
191.15523	2	1	118.jpg	1	0.76800707	1	1	1	1	0.28
201.9741	2	12	109.jpg	2	0.97994035	1	0	0	0	0.04
207.67481	2	3	104.jpg	1	0.75770853	1	1	1	1	0.3
213.37626	2	16	103.jpg	2	0.87152056	1	0	0	0	0.02
222.1606	2	15	131.jpg	1	0.85184262	1	0	2	0	-0.1
232.99563	2	5	107.jpg	1	1.1495976	1	1	2	2	0.41
238.68909	2	10	134.jpg	2	0.70988528	1	0	0	0	-0.04
247.46462	2	3	104.jpg	1	0.68641129	1	1	1	0	-0.04
253.15258	2	4	117.jpg	2	1.0178006	1	1	0	0	0.05
261.93865	2	7	121.jpg	2	0.93311904	0	1	2	2	-0.03
269.68867	2	11	110.jpg	1	0.70971163	1	0	1	1	0.21
276.42206	2	6	111.jpg	2	0.91560358	1	1	0	-1	-0.27
285.20528	2	15	131.jpg	1	1.0548307	1	0	2	2	0.41
294.98813	2	1	118.jpg	1	0.89896593	1	1	1	1	0.28
303.75739	2	13	126.jpg	1	0.87917559	1	0	2	2	0.46
312.54244	2	10	134.jpg	2	0.89234305	1	0	0	0	0.01
319.27624	2	4	117.jpg	2	0.98625248	1	1	0	0	-0.02
326.01194	2	11	110.jpg	1	0.88705983	1	0	1	1	0.2
332.74537	2	16	103.jpg	2	1.0590278	1	0	0	0	-0.04
342.53903	2	8	113.jpg	2	0.66445508	1	1	0	0	0.02
348.2316	2	7	121.jpg	2	0.77587702	0	1	2	0	0.41
359.05621	2	6	111.jpg	2	0.82875819	1	1	0	0	-0.02
366.80574	2	12	109.jpg	2	1.0826263	1	0	0	-1	-0.26
372.50576	2	5	107.jpg	1	0.9214194	1	1	2	2	0.43
379.23911	2	2	120.jpg	2	0.70169616	1	1	0	0	-0.02
