onset	duration	stim	stim_file	response	response_time	correct	spaced	stimvalue	query_onset
2.0278045	1.5	7	136.jpg	n/a	n/a	n/a	1	1	n/a
5.2572288	1.5	5	103.jpg	n/a	n/a	n/a	1	1	n/a
8.2340289	1.5	8	104.jpg	n/a	n/a	n/a	1	0	n/a
10.527141	1.5	6	119.jpg	n/a	n/a	n/a	1	0	n/a
12.489594	1.5	3	108.jpg	n/a	n/a	n/a	1	1	n/a
15.51741	1.5	1	138.jpg	n/a	n/a	n/a	1	1	n/a
17.97098	1.5	9	105.jpg	n/a	n/a	n/a	0	1	n/a
20.531781	1.5	15	106.jpg	n/a	n/a	n/a	0	1	n/a
22.539164	1.5	16	122.jpg	n/a	n/a	n/a	0	0	n/a
25.209272	1.5	5	103.jpg	1	1.7599839	1	1	1	27.709272
33.674295	1.5	12	114.jpg	n/a	n/a	n/a	0	0	n/a
36.87494	1.5	7	136.jpg	n/a	n/a	n/a	1	1	n/a
39.465288	1.5	1	138.jpg	n/a	n/a	n/a	1	1	n/a
42.174011	1.5	16	122.jpg	2	0.55315495	1	0	0	44.674011
48.706411	1.5	8	104.jpg	n/a	n/a	n/a	1	0	n/a
51.840346	1.5	6	119.jpg	n/a	n/a	n/a	1	0	n/a
54.75421	1.5	15	106.jpg	n/a	n/a	n/a	0	1	n/a
56.631256	1.5	9	105.jpg	n/a	n/a	n/a	0	1	n/a
58.687543	1.5	2	137.jpg	n/a	n/a	n/a	1	0	n/a
61.214469	1.5	4	123.jpg	n/a	n/a	n/a	1	0	n/a
63.020286	1.5	10	117.jpg	n/a	n/a	n/a	0	0	n/a
66.081009	1.5	12	114.jpg	n/a	n/a	n/a	0	0	n/a
67.997746	1.5	13	135.jpg	n/a	n/a	n/a	0	1	n/a
70.654362	1.5	9	105.jpg	n/a	n/a	n/a	0	1	n/a
73.894264	1.5	10	117.jpg	n/a	n/a	n/a	0	0	n/a
75.82787	1.5	16	122.jpg	n/a	n/a	n/a	0	0	n/a
77.61205	1.5	11	134.jpg	n/a	n/a	n/a	0	1	n/a
79.745202	1.5	13	135.jpg	n/a	n/a	n/a	0	1	n/a
82.804454	1.5	12	114.jpg	n/a	n/a	n/a	0	0	n/a
84.684934	1.5	6	119.jpg	2	1.0615619	1	1	0	87.184934
91.384451	1.5	14	118.jpg	n/a	n/a	n/a	0	0	n/a
93.768199	1.5	5	103.jpg	n/a	n/a	n/a	1	1	n/a
96.100623	1.5	3	108.jpg	n/a	n/a	n/a	1	1	n/a
98.455273	1.5	2	137.jpg	n/a	n/a	n/a	1	0	n/a
100.4454	1.5	8	104.jpg	n/a	n/a	n/a	1	0	n/a
102.92465	1.5	1	138.jpg	n/a	n/a	n/a	1	1	n/a
105.54133	1.5	3	108.jpg	n/a	n/a	n/a	1	1	n/a
107.7779	1.5	11	134.jpg	n/a	n/a	n/a	0	1	n/a
109.73122	1.5	13	135.jpg	n/a	n/a	n/a	0	1	n/a
111.59779	1.5	4	123.jpg	n/a	n/a	n/a	1	0	n/a
113.82464	1.5	6	119.jpg	n/a	n/a	n/a	1	0	n/a
116.39014	1.5	11	134.jpg	1	1.1927289	1	0	1	118.89014
123.14113	1.5	1	138.jpg	n/a	n/a	n/a	1	1	n/a
126.2683	1.5	3	108.jpg	n/a	n/a	n/a	1	1	n/a
128.0833	1.5	6	119.jpg	n/a	n/a	n/a	1	0	n/a
130.07937	1.5	8	104.jpg	2	0.70205276	1	1	0	132.57937
136.57449	1.5	2	137.jpg	n/a	n/a	n/a	1	0	n/a
139.45511	1.5	12	114.jpg	n/a	n/a	n/a	0	0	n/a
142.66906	1.5	10	117.jpg	n/a	n/a	n/a	0	0	n/a
145.86608	1.5	9	105.jpg	n/a	n/a	n/a	0	1	n/a
148.5465	1.5	11	134.jpg	n/a	n/a	n/a	0	1	n/a
151.43377	1.5	16	122.jpg	n/a	n/a	n/a	0	0	n/a
154.14808	1.5	10	117.jpg	n/a	n/a	n/a	0	0	n/a
157.27486	1.5	7	136.jpg	n/a	n/a	n/a	1	1	n/a
159.6686	1.5	3	108.jpg	1	0.63381407	1	1	1	162.1686
165.83254	1.5	5	103.jpg	n/a	n/a	n/a	1	1	n/a
168.11824	1.5	2	137.jpg	n/a	n/a	n/a	1	0	n/a
170.60172	1.5	6	119.jpg	n/a	n/a	n/a	1	0	n/a
173.15495	1.5	14	118.jpg	n/a	n/a	n/a	0	0	n/a
176.2351	1.5	12	114.jpg	n/a	n/a	n/a	0	0	n/a
178.03831	1.5	11	134.jpg	n/a	n/a	n/a	0	1	n/a
180.05823	1.5	15	106.jpg	n/a	n/a	n/a	0	1	n/a
183.23581	1.5	12	114.jpg	n/a	n/a	n/a	0	0	n/a
185.69847	1.5	16	122.jpg	n/a	n/a	n/a	0	0	n/a
188.12501	1.5	6	119.jpg	n/a	n/a	n/a	1	0	n/a
190.20177	1.5	8	104.jpg	n/a	n/a	n/a	1	0	n/a
192.46509	1.5	9	105.jpg	n/a	n/a	n/a	0	1	n/a
194.79236	1.5	11	134.jpg	n/a	n/a	n/a	0	1	n/a
197.64846	1.5	14	118.jpg	n/a	n/a	n/a	0	0	n/a
200.76517	1.5	10	117.jpg	n/a	n/a	n/a	0	0	n/a
202.54188	1.5	6	119.jpg	n/a	n/a	n/a	1	0	n/a
204.74841	1.5	14	118.jpg	2	0.36098939	1	0	0	207.24841
211.49207	1.5	4	123.jpg	n/a	n/a	n/a	1	0	n/a
213.61856	1.5	3	108.jpg	n/a	n/a	n/a	1	1	n/a
215.43118	1.5	1	138.jpg	n/a	n/a	n/a	1	1	n/a
217.99797	1.5	15	106.jpg	n/a	n/a	n/a	0	1	n/a
219.82517	1.5	9	105.jpg	n/a	n/a	n/a	0	1	n/a
222.38082	1.5	4	123.jpg	2	0.52158457	1	1	0	224.88082
229.45971	1.5	3	108.jpg	n/a	n/a	n/a	1	1	n/a
232.33702	1.5	5	103.jpg	n/a	n/a	n/a	1	1	n/a
234.34174	1.5	8	104.jpg	n/a	n/a	n/a	1	0	n/a
