onset	duration	stim	stim_file	response	response_time	correct	spaced	stimvalue	feedback	reward
2.0407092	2	9	136.jpg	1	0.87329877	1	0	1	1	0.22
10.783406	2	14	113.jpg	2	0.80158272	1	0	0	0	-0.01
27.529231	2	1	102.jpg	1	0.8255387	1	1	1	1	0.25
34.26669	2	16	104.jpg	2	0.8540485	1	0	0	0	0.01
47.016881	2	3	132.jpg	1	0.67992289	1	1	1	1	0.21
57.750712	2	11	110.jpg	2	0.76408765	0	0	1	1	-0.02
64.485042	2	10	128.jpg	2	0.79365752	1	0	0	-1	-0.23
71.219728	2	7	134.jpg	1	0.76569182	1	1	2	2	0.5
83.971702	2	8	135.jpg	2	0.88265654	1	1	0	0	-0.05
94.723608	2	15	120.jpg	1	0.87517445	1	0	2	2	0.42
101.46708	2	4	138.jpg	2	0.68730289	1	1	0	-1	-0.23
118.21069	2	2	111.jpg	2	0.72205656	1	1	0	0	-0.01
132.95018	2	13	137.jpg	1	0.87535916	1	0	2	2	0.45
145.70082	2	9	136.jpg	1	0.75560658	1	0	1	0	-0.04
152.45069	2	14	113.jpg	2	0.65882854	1	0	0	0	0.02
159.18425	2	5	101.jpg	2	0.68431668	0	1	2	2	0
165.91861	2	12	131.jpg	2	1.0430612	1	0	0	0	-0.02
176.65369	2	16	104.jpg	2	0.82616686	1	0	0	-1	-0.29
187.40469	2	6	133.jpg	2	0.70784793	1	1	0	0	0.04
200.15765	2	13	137.jpg	1	1.0053242	1	0	2	2	0.5
208.90059	2	14	113.jpg	2	0.8008927	1	0	0	0	0
225.64545	2	9	136.jpg	1	0.78190988	1	0	1	1	0.25
238.38435	2	5	101.jpg	2	0.76448871	0	1	2	0	0.42
247.13518	2	6	133.jpg	2	0.74340824	1	1	0	0	0.01
255.8845	2	10	128.jpg	2	0.80172529	1	0	0	0	0
268.61915	2	3	132.jpg	1	0.68406448	1	1	1	1	0.25
279.35424	2	8	135.jpg	2	0.84360742	1	1	0	0	-0.05
288.08914	2	12	131.jpg	2	1.2452173	1	0	0	0	-0.01
298.84067	2	7	134.jpg	1	0.85342535	1	1	2	2	0.46
307.58549	2	4	138.jpg	2	1.0056712	1	1	0	0	0.04
318.32607	2	11	110.jpg	2	0.72972412	0	0	1	1	-0.06
333.06815	2	2	111.jpg	2	0.64859554	1	1	0	-1	-0.28
345.81586	2	15	120.jpg	1	0.88562488	1	0	2	2	0.43
360.55176	2	1	102.jpg	1	0.69962462	1	1	1	1	0.21
367.2862	2	12	131.jpg	2	0.85026497	1	0	0	0	0.03
374.01955	2	8	135.jpg	2	0.78634145	1	1	0	0	0.03
382.75438	2	2	111.jpg	2	0.76361774	1	1	0	0	-0.05
395.50664	2	11	110.jpg	2	0.85029162	0	0	1	1	-0.08
410.25901	2	10	128.jpg	2	0.76014543	1	0	0	0	-0.03
423.00204	2	7	134.jpg	1	0.69291085	1	1	2	2	0.4
431.74538	2	1	102.jpg	1	0.60059343	1	1	1	1	0.27
438.48533	2	15	120.jpg	1	0.65866162	1	0	2	2	0.42
453.23493	2	3	132.jpg	1	0.66526414	1	1	1	1	0.28
463.98549	2	4	138.jpg	2	0.87473674	1	1	0	0	-0.02
472.71937	2	16	104.jpg	2	0.65703138	1	0	0	0	-0.02
483.45454	2	5	101.jpg	2	0.699905	0	1	2	2	0.04
492.2056	2	6	133.jpg	2	0.65165417	1	1	0	0	0
500.95722	2	14	113.jpg	2	0.64470465	1	0	0	0	-0.01
517.71135	2	13	137.jpg	1	0.81608675	1	0	2	2	0.44
526.45237	2	9	136.jpg	1	0.71577608	1	0	1	1	0.23
