onset	duration	stim	stim_file	response	response_time	correct	spaced	stimvalue	feedback	reward
28.447888	2	3	119.jpg	1	0.6405198	1	1	1	1	0.29
38.248884	2	10	108.jpg	2	0.69030174	1	0	0	0	-0.04
43.948718	2	9	121.jpg	1	1.0550138	1	0	1	1	0.22
54.779117	2	6	101.jpg	2	0.74648736	1	1	0	0	0.01
62.519602	2	1	125.jpg	2	0.62179317	0	1	1	0	0.2
70.262393	2	15	115.jpg	1	0.68155894	1	0	2	2	0.46
81.089553	2	12	105.jpg	2	0.66245272	1	0	0	0	-0.02
86.779263	2	2	103.jpg	2	0.79726122	1	1	0	0	-0.02
96.578079	2	11	124.jpg	1	0.90351306	1	0	1	0	-0.04
104.32959	2	8	122.jpg	2	0.8864565	1	1	0	0	0.03
114.12955	2	7	135.jpg	1	0.95353367	1	1	2	2	0.43
122.91315	2	16	133.jpg	2	0.76870606	1	0	0	0	0
128.59758	2	14	116.jpg	2	1.0771087	1	0	0	-1	-0.23
134.29833	2	4	104.jpg	2	1.5676524	1	1	0	0	0.01
140.0001	2	5	134.jpg	1	0.82874647	1	1	2	2	0.46
146.73398	2	8	122.jpg	2	1.1333745	1	1	0	-1	-0.23
154.48517	2	9	121.jpg	1	0.99225618	1	0	1	1	0.28
160.18621	2	2	103.jpg	2	0.7091654	1	1	0	0	0
166.91204	2	13	127.jpg	1	0.94515497	1	0	2	0	-0.05
175.68744	2	14	116.jpg	2	0.68545303	1	0	0	0	0.03
184.46312	2	13	127.jpg	1	0.77682617	1	0	2	2	0.45
191.19655	2	1	125.jpg	2	0.57127568	0	1	1	1	-0.07
202.02992	2	12	105.jpg	2	0.54288763	1	0	0	0	-0.02
207.72986	2	3	119.jpg	1	0.65595397	1	1	1	1	0.21
213.43002	2	16	133.jpg	2	0.50013061	1	0	0	0	-0.01
222.21295	2	15	115.jpg	1	0.64966139	1	0	2	0	-0.04
233.03147	2	5	134.jpg	1	0.58324277	1	1	2	2	0.4
238.73156	2	10	108.jpg	2	0.96429626	1	0	0	0	0.01
247.50052	2	3	119.jpg	1	0.82479525	1	1	1	0	-0.07
253.20152	2	4	104.jpg	2	0.84955713	1	1	0	0	-0.04
261.98034	2	7	135.jpg	1	0.67393156	1	1	2	2	0.49
269.7218	2	11	124.jpg	1	0.86116989	1	0	1	1	0.24
276.44636	2	6	101.jpg	2	0.68846024	1	1	0	-1	-0.29
285.22342	2	15	115.jpg	1	0.59315419	1	0	2	2	0.5
295.01357	2	1	125.jpg	2	0.65436565	0	1	1	1	-0.08
303.79649	2	13	127.jpg	1	0.68130462	1	0	2	2	0.45
312.58017	2	10	108.jpg	2	0.63859722	1	0	0	0	0.04
319.31352	2	4	104.jpg	2	0.56593154	1	1	0	0	0.04
326.04693	2	11	124.jpg	2	1.0142961	0	0	1	1	-0.06
332.76456	2	16	133.jpg	2	0.64486672	1	0	0	0	-0.04
342.54937	2	8	122.jpg	2	0.81772479	1	1	0	0	0.05
348.24998	2	7	135.jpg	1	0.61944842	1	1	2	0	-0.01
359.08616	2	6	101.jpg	2	0.67518128	1	1	0	0	-0.03
366.83682	2	12	105.jpg	2	0.5204078	1	0	0	-1	-0.29
372.52933	2	5	134.jpg	1	0.70798176	1	1	2	2	0.48
379.25251	2	2	103.jpg	2	0.6194821	1	1	0	0	-0.01
