onset	duration	stim	stim_file	response	response_time	correct	spaced	stimvalue	feedback	reward
28.48617	2	3	127.jpg	1	0.73607749	1	1	1	1	0.26
38.289249	2	10	128.jpg	2	0.72022246	1	0	0	0	0.02
43.988941	2	9	134.jpg	1	0.86505507	1	0	1	1	0.26
54.814461	2	6	109.jpg	2	0.76386564	1	1	0	0	0.01
62.565479	2	1	102.jpg	1	0.78622415	1	1	1	0	-0.03
70.315828	2	15	136.jpg	1	1.1577853	1	0	2	2	0.43
81.148052	2	12	129.jpg	2	1.0096859	1	0	0	0	0.03
86.848136	2	2	116.jpg	2	1.0923866	1	1	0	0	-0.02
96.64824	2	11	126.jpg	1	0.74035925	1	0	1	0	-0.06
104.38205	2	8	103.jpg	1	1.6703147	0	1	0	0	-0.24
114.18378	2	7	114.jpg	1	1.089507	1	1	2	2	0.45
122.96874	2	16	112.jpg	1	1.042327	0	0	0	0	-0.21
128.66979	2	14	130.jpg	2	1.0148895	1	0	0	-1	-0.26
134.37067	2	4	111.jpg	2	1.2173068	1	1	0	0	-0.04
140.07134	2	5	131.jpg	1	0.83844348	1	1	2	2	0.46
146.79843	2	8	103.jpg	2	1.1283035	1	1	0	-1	-0.23
154.5397	2	9	134.jpg	1	0.7365015	1	0	1	1	0.25
160.23167	2	2	116.jpg	1	1.1586768	0	1	0	0	-0.2
166.95934	2	13	122.jpg	1	0.74172617	1	0	2	0	-0.06
175.74833	2	14	130.jpg	2	0.78857795	1	0	0	0	-0.02
184.53179	2	13	122.jpg	1	0.64975597	1	0	2	2	0.46
191.26513	2	1	102.jpg	1	0.83441013	1	1	1	1	0.27
202.09901	2	12	129.jpg	2	0.83083467	1	0	0	0	0.03
207.78262	2	3	127.jpg	1	0.69097237	1	1	1	1	0.22
213.46741	2	16	112.jpg	2	1.0049712	1	0	0	0	-0.03
222.2517	2	15	136.jpg	1	0.95686187	1	0	2	0	-0.08
233.08663	2	5	131.jpg	1	0.92820175	1	1	2	2	0.44
238.78814	2	10	128.jpg	2	0.67941184	1	0	0	0	0.02
247.57262	2	3	127.jpg	1	0.70030195	1	1	1	0	-0.05
253.27327	2	4	111.jpg	2	0.76369761	1	1	0	0	0.05
262.04876	2	7	114.jpg	1	1.1605132	1	1	2	2	0.45
269.79294	2	11	126.jpg	1	0.65381091	1	0	1	1	0.3
276.53246	2	6	109.jpg	2	0.68411364	1	1	0	-1	-0.28
285.31543	2	15	136.jpg	1	0.69917502	1	0	2	2	0.41
295.11545	2	1	102.jpg	1	0.73460751	1	1	1	1	0.23
303.89917	2	13	122.jpg	1	0.62883114	1	0	2	2	0.48
312.66644	2	10	128.jpg	2	0.66127261	1	0	0	0	0.02
319.38418	2	4	111.jpg	2	0.70647971	1	1	0	0	0.03
326.11874	2	11	126.jpg	1	0.63182589	1	0	1	1	0.2
332.85336	2	16	112.jpg	2	0.93285828	1	0	0	0	-0.02
342.65464	2	8	103.jpg	1	1.1305046	0	1	0	0	-0.29
348.35588	2	7	114.jpg	1	0.81447553	1	1	2	0	-0.02
359.18239	2	6	109.jpg	2	0.67727486	1	1	0	0	-0.01
366.92536	2	12	129.jpg	2	0.80081795	1	0	0	-1	-0.27
372.61581	2	5	131.jpg	1	0.91803885	1	1	2	2	0.45
379.34932	2	2	116.jpg	2	1.056879	1	1	0	0	-0.04
